Text_ID,Work_Title,Author,Year,Character_Name,Excerpt,Gender,Race,Class,Traits,Contextual_Embedding,Group_Label,Bias_Association_Score,WSVM_Label
548,Song of Solomon,Toni Morrison,1977,Character_548,"Character_548 is described as independent, visionary, reflecting Black non-binary identity.",Non-binary,Black,Enslaved/Servant,"independent, visionary",[768-dim vector],Black_Non-binary_Enslaved/Servant,0.44,0
549,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_549,"Character_549 is described as independent, loyal, reflecting White male identity.",Male,White,Middle,"independent, loyal",[768-dim vector],White_Male_Middle,0.43,0
550,The Great Gatsby,F. Scott Fitzgerald,1925,Character_550,"Character_550 is described as noble, caring, reflecting Black non-binary identity.",Non-binary,Black,Upper,"noble, caring",[768-dim vector],Black_Non-binary_Upper,0.77,1
551,Invisible Man,Ralph Ellison,1952,Character_551,"Character_551 is described as resilient, defiant, reflecting Unknown male identity.",Male,Unknown,Working,"resilient, defiant",[768-dim vector],Unknown_Male_Working,0.33,1
552,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_552,"Character_552 is described as heroic, noble, reflecting Asian unknown identity.",Unknown,Asian,Unknown,"heroic, noble",[768-dim vector],Asian_Unknown_Unknown,0.83,1
553,Moby-Dick,Herman Melville,1851,Character_553,"Character_553 is described as rebellious, brave, reflecting White unknown identity.",Unknown,White,Middle,"rebellious, brave",[768-dim vector],White_Unknown_Middle,0.9,0
554,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_554,"Character_554 is described as strong, caring, reflecting Black female identity.",Female,Black,Middle,"strong, caring",[768-dim vector],Black_Female_Middle,0.54,1
555,Moby-Dick,Herman Melville,1851,Character_555,"Character_555 is described as submissive, fearless, reflecting White non-binary identity.",Non-binary,White,Upper,"submissive, fearless",[768-dim vector],White_Non-binary_Upper,0.72,0
556,To Kill a Mockingbird,Harper Lee,1960,Character_556,"Character_556 is described as rebellious, loyal, reflecting White female identity.",Female,White,Working,"rebellious, loyal",[768-dim vector],White_Female_Working,0.79,0
557,To Kill a Mockingbird,Harper Lee,1960,Character_557,"Character_557 is described as oppressed, strong, reflecting Black male identity.",Male,Black,Unknown,"oppressed, strong",[768-dim vector],Black_Male_Unknown,0.43,1
558,To Kill a Mockingbird,Harper Lee,1960,Character_558,"Character_558 is described as defiant, caring, reflecting Asian male identity.",Male,Asian,Enslaved/Servant,"defiant, caring",[768-dim vector],Asian_Male_Enslaved/Servant,0.66,1
559,The Great Gatsby,F. Scott Fitzgerald,1925,Character_559,"Character_559 is described as visionary, hopeful, reflecting Indigenous female identity.",Female,Indigenous,Working,"visionary, hopeful",[768-dim vector],Indigenous_Female_Working,0.35,1
560,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_560,"Character_560 is described as devoted, oppressed, reflecting Unknown female identity.",Female,Unknown,Working,"devoted, oppressed",[768-dim vector],Unknown_Female_Working,0.46,0
561,Song of Solomon,Toni Morrison,1977,Character_561,"Character_561 is described as resilient, strong, reflecting White unknown identity.",Unknown,White,Upper,"resilient, strong",[768-dim vector],White_Unknown_Upper,0.83,1
562,Adventures of Huckleberry Finn,Mark Twain,1884,Character_562,"Character_562 is described as noble, brave, reflecting Black unknown identity.",Unknown,Black,Unknown,"noble, brave",[768-dim vector],Black_Unknown_Unknown,0.82,1
563,Invisible Man,Ralph Ellison,1952,Character_563,"Character_563 is described as devoted, caring, reflecting Asian non-binary identity.",Non-binary,Asian,Unknown,"devoted, caring",[768-dim vector],Asian_Non-binary_Unknown,0.69,1
564,White Noise,Don DeLillo,1985,Character_564,"Character_564 is described as defiant, brave, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"defiant, brave",[768-dim vector],Asian_Non-binary_Working,0.35,1
565,Beloved,Toni Morrison,1987,Character_565,"Character_565 is described as loyal, devoted, reflecting White female identity.",Female,White,Working,"loyal, devoted",[768-dim vector],White_Female_Working,0.52,0
566,Song of Solomon,Toni Morrison,1977,Character_566,"Character_566 is described as defiant, rebellious, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"defiant, rebellious",[768-dim vector],Mixed_Non-binary_Middle,0.73,1
567,The Great Gatsby,F. Scott Fitzgerald,1925,Character_567,"Character_567 is described as loyal, noble, reflecting Indigenous female identity.",Female,Indigenous,Unknown,"loyal, noble",[768-dim vector],Indigenous_Female_Unknown,0.35,0
568,White Noise,Don DeLillo,1985,Character_568,"Character_568 is described as defiant, noble, reflecting Indigenous unknown identity.",Unknown,Indigenous,Middle,"defiant, noble",[768-dim vector],Indigenous_Unknown_Middle,0.71,0
569,White Noise,Don DeLillo,1985,Character_569,"Character_569 is described as brave, caring, reflecting Unknown non-binary identity.",Non-binary,Unknown,Working,"brave, caring",[768-dim vector],Unknown_Non-binary_Working,0.81,1
570,White Noise,Don DeLillo,1985,Character_570,"Character_570 is described as devoted, independent, reflecting Mixed female identity.",Female,Mixed,Middle,"devoted, independent",[768-dim vector],Mixed_Female_Middle,0.59,1
571,Adventures of Huckleberry Finn,Mark Twain,1884,Character_571,"Character_571 is described as loyal, noble, reflecting White unknown identity.",Unknown,White,Upper,"loyal, noble",[768-dim vector],White_Unknown_Upper,0.79,1
572,White Noise,Don DeLillo,1985,Character_572,"Character_572 is described as devoted, brave, reflecting White female identity.",Female,White,Unknown,"devoted, brave",[768-dim vector],White_Female_Unknown,0.71,1
573,Beloved,Toni Morrison,1987,Character_573,"Character_573 is described as defiant, loving, reflecting Black female identity.",Female,Black,Working,"defiant, loving",[768-dim vector],Black_Female_Working,0.46,1
574,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_574,"Character_574 is described as hopeful, rebellious, reflecting Black male identity.",Male,Black,Unknown,"hopeful, rebellious",[768-dim vector],Black_Male_Unknown,0.78,1
575,Song of Solomon,Toni Morrison,1977,Character_575,"Character_575 is described as strong, rebellious, reflecting White non-binary identity.",Non-binary,White,Working,"strong, rebellious",[768-dim vector],White_Non-binary_Working,0.81,1
576,Beloved,Toni Morrison,1987,Character_576,"Character_576 is described as defiant, oppressed, reflecting Indigenous non-binary identity.",Non-binary,Indigenous,Middle,"defiant, oppressed",[768-dim vector],Indigenous_Non-binary_Middle,0.73,1
577,To Kill a Mockingbird,Harper Lee,1960,Character_577,"Character_577 is described as caring, noble, reflecting Black non-binary identity.",Non-binary,Black,Unknown,"caring, noble",[768-dim vector],Black_Non-binary_Unknown,0.72,1
578,White Noise,Don DeLillo,1985,Character_578,"Character_578 is described as independent, hopeful, reflecting Asian female identity.",Female,Asian,Working,"independent, hopeful",[768-dim vector],Asian_Female_Working,0.67,1
579,Adventures of Huckleberry Finn,Mark Twain,1884,Character_579,"Character_579 is described as strong, loyal, reflecting Unknown male identity.",Male,Unknown,Unknown,"strong, loyal",[768-dim vector],Unknown_Male_Unknown,0.4,1
580,Adventures of Huckleberry Finn,Mark Twain,1884,Character_580,"Character_580 is described as rebellious, devoted, reflecting Mixed non-binary identity.",Non-binary,Mixed,Middle,"rebellious, devoted",[768-dim vector],Mixed_Non-binary_Middle,0.82,0
581,Adventures of Huckleberry Finn,Mark Twain,1884,Character_581,"Character_581 is described as noble, caring, reflecting Unknown non-binary identity.",Non-binary,Unknown,Upper,"noble, caring",[768-dim vector],Unknown_Non-binary_Upper,0.8,0
582,Beloved,Toni Morrison,1987,Character_582,"Character_582 is described as loving, visionary, reflecting Unknown female identity.",Female,Unknown,Upper,"loving, visionary",[768-dim vector],Unknown_Female_Upper,0.5,1
583,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_583,"Character_583 is described as submissive, caring, reflecting Black non-binary identity.",Non-binary,Black,Middle,"submissive, caring",[768-dim vector],Black_Non-binary_Middle,0.4,1
584,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_584,"Character_584 is described as loyal, strong, reflecting Unknown male identity.",Male,Unknown,Upper,"loyal, strong",[768-dim vector],Unknown_Male_Upper,0.8,1
585,To Kill a Mockingbird,Harper Lee,1960,Character_585,"Character_585 is described as devoted, strong, reflecting Black unknown identity.",Unknown,Black,Enslaved/Servant,"devoted, strong",[768-dim vector],Black_Unknown_Enslaved/Servant,0.3,0
586,Beloved,Toni Morrison,1987,Character_586,"Character_586 is described as noble, defiant, reflecting White unknown identity.",Unknown,White,Enslaved/Servant,"noble, defiant",[768-dim vector],White_Unknown_Enslaved/Servant,0.67,1
587,To Kill a Mockingbird,Harper Lee,1960,Character_587,"Character_587 is described as brave, loving, reflecting White male identity.",Male,White,Working,"brave, loving",[768-dim vector],White_Male_Working,0.68,0
588,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_588,"Character_588 is described as defiant, strong, reflecting White male identity.",Male,White,Working,"defiant, strong",[768-dim vector],White_Male_Working,0.68,1
589,Adventures of Huckleberry Finn,Mark Twain,1884,Character_589,"Character_589 is described as loving, devoted, reflecting Mixed male identity.",Male,Mixed,Upper,"loving, devoted",[768-dim vector],Mixed_Male_Upper,0.77,0
590,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_590,"Character_590 is described as oppressed, defiant, reflecting Unknown unknown identity.",Unknown,Unknown,Middle,"oppressed, defiant",[768-dim vector],Unknown_Unknown_Middle,0.76,1
591,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_591,"Character_591 is described as fearless, oppressed, reflecting Indigenous male identity.",Male,Indigenous,Middle,"fearless, oppressed",[768-dim vector],Indigenous_Male_Middle,0.88,1
592,Song of Solomon,Toni Morrison,1977,Character_592,"Character_592 is described as independent, noble, reflecting Unknown non-binary identity.",Non-binary,Unknown,Working,"independent, noble",[768-dim vector],Unknown_Non-binary_Working,0.68,1
593,Moby-Dick,Herman Melville,1851,Character_593,"Character_593 is described as heroic, devoted, reflecting Asian male identity.",Male,Asian,Unknown,"heroic, devoted",[768-dim vector],Asian_Male_Unknown,0.36,1
594,Adventures of Huckleberry Finn,Mark Twain,1884,Character_594,"Character_594 is described as oppressed, submissive, reflecting Indigenous male identity.",Male,Indigenous,Upper,"oppressed, submissive",[768-dim vector],Indigenous_Male_Upper,0.71,0
595,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_595,"Character_595 is described as brave, fearless, reflecting Black unknown identity.",Unknown,Black,Upper,"brave, fearless",[768-dim vector],Black_Unknown_Upper,0.48,1
596,Adventures of Huckleberry Finn,Mark Twain,1884,Character_596,"Character_596 is described as rebellious, independent, reflecting White non-binary identity.",Non-binary,White,Enslaved/Servant,"rebellious, independent",[768-dim vector],White_Non-binary_Enslaved/Servant,0.34,1
597,Invisible Man,Ralph Ellison,1952,Character_597,"Character_597 is described as submissive, strong, reflecting Asian unknown identity.",Unknown,Asian,Working,"submissive, strong",[768-dim vector],Asian_Unknown_Working,0.51,1
598,Adventures of Huckleberry Finn,Mark Twain,1884,Character_598,"Character_598 is described as defiant, visionary, reflecting Asian non-binary identity.",Non-binary,Asian,Working,"defiant, visionary",[768-dim vector],Asian_Non-binary_Working,0.33,1
599,The Scarlet Letter,Nathaniel Hawthorne,1850,Character_599,"Character_599 is described as resilient, noble, reflecting Asian non-binary identity.",Non-binary,Asian,Enslaved/Servant,"resilient, noble",[768-dim vector],Asian_Non-binary_Enslaved/Servant,0.88,1
600,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_600,"Character_600 is described as submissive, caring, reflecting Black male identity.",Male,Black,Upper,"submissive, caring",[768-dim vector],Black_Male_Upper,0.75,0
601,Song of Solomon,Toni Morrison,1977,Character_601,"Character_601 is described as heroic, loyal, reflecting Mixed unknown identity.",Unknown,Mixed,Middle,"heroic, loyal",[768-dim vector],Mixed_Unknown_Middle,0.75,0
602,Invisible Man,Ralph Ellison,1952,Character_602,"Character_602 is described as noble, devoted, reflecting Mixed unknown identity.",Unknown,Mixed,Enslaved/Servant,"noble, devoted",[768-dim vector],Mixed_Unknown_Enslaved/Servant,0.31,1
603,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_603,"Character_603 is described as tragic, heroic, reflecting Asian male identity.",Male,Asian,Upper,"tragic, heroic",[768-dim vector],Asian_Male_Upper,0.59,1
604,White Noise,Don DeLillo,1985,Character_604,"Character_604 is described as defiant, heroic, reflecting White female identity.",Female,White,Enslaved/Servant,"defiant, heroic",[768-dim vector],White_Female_Enslaved/Servant,0.71,1
605,The Great Gatsby,F. Scott Fitzgerald,1925,Character_605,"Character_605 is described as oppressed, submissive, reflecting Black female identity.",Female,Black,Upper,"oppressed, submissive",[768-dim vector],Black_Female_Upper,0.46,1
606,Invisible Man,Ralph Ellison,1952,Character_606,"Character_606 is described as resilient, loving, reflecting Unknown female identity.",Female,Unknown,Middle,"resilient, loving",[768-dim vector],Unknown_Female_Middle,0.56,1
607,Moby-Dick,Herman Melville,1851,Character_607,"Character_607 is described as strong, loving, reflecting Asian male identity.",Male,Asian,Unknown,"strong, loving",[768-dim vector],Asian_Male_Unknown,0.4,1
608,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_608,"Character_608 is described as tragic, oppressed, reflecting White unknown identity.",Unknown,White,Unknown,"tragic, oppressed",[768-dim vector],White_Unknown_Unknown,0.72,0
609,Moby-Dick,Herman Melville,1851,Character_609,"Character_609 is described as rebellious, heroic, reflecting Black unknown identity.",Unknown,Black,Middle,"rebellious, heroic",[768-dim vector],Black_Unknown_Middle,0.35,1
610,White Noise,Don DeLillo,1985,Character_610,"Character_610 is described as caring, oppressed, reflecting Indigenous male identity.",Male,Indigenous,Unknown,"caring, oppressed",[768-dim vector],Indigenous_Male_Unknown,0.69,0
611,Their Eyes Were Watching God,Zora Neale Hurston,1937,Character_611,"Character_611 is described as devoted, loyal, reflecting Unknown unknown identity.",Unknown,Unknown,Enslaved/Servant,"devoted, loyal",[768-dim vector],Unknown_Unknown_Enslaved/Servant,0.87,0
612,Adventures of Huckleberry Finn,Mark Twain,1884,Character_612,"Character_612 is described as strong, loyal, reflecting Asian non-binary identity.",Non-binary,Asian,Middle,"strong, loyal",[768-dim vector],Asian_Non-binary_Middle,0.56,1
